title;movie_id;tag
Mulan;10674;To save her father from certain death in the army, a young woman secretly enlists in his place and becomes one of China's greatest heroines in the process. Ming-Na Wen Eddie Murphy BD Wong Miguel Ferrer Harvey Fierstein Freda Foh Shen June Foray James Hong Miriam Margolyes Pat Morita Marni Nixon Soon-Tek Oh Donny Osmond Lea Salonga James Shigeta George Takei Jerry Tondo Gedde Watanabe Frank Welker Matthew Wilder Tom Amundsen Arminae Austen Mary Kay Bergman Susan Boyd Julianne Buescher Steve Bulen Corey Burton Mitch Carter Robert Clotworthy David Cowgill Sally Dworsky Beth Fowler Donald Fullilove Elisa Gabrielli Jack Gilpin Sandie Hall Richard Steven Horvitz Linda Kerns Matthew Labyorteaux Conan Lee Dana Lee Edie Lehmann Boddicker Luisa Leschin Christina Ma Susan McBride Haunani Minn Edie Mirman Mark Moseley Patrick Pinney Peter Renaday Maurita L. Thornburgh John Walcutt Claudette Wells Raymond Singer Chris Sanders Pam Coats Eugenia Bostwick-Singer Tony Bancroft Rita Hsiao Jerry Goldsmith Barry Cook Philip LaZebnik James Baker Craig R. Maras Caroline Cruikshank Ángel Fernández Sebastián José Luis Gil Rui Paulo Rita Salgueiro Dave Kupczyk Rob Bekuhrs Aaron Blaise Michael Kelly Robert S. Garber Terry Porter Brian Ferguson Shawn Keller Mel Metcalfe Hans Bacher Ric Sluiter Dave Tidgwell David 'Joey' Mildenberger Kendra Haaland Lon Bender Dean A. Zupancic David Zippel Matthew Wilder Peter DeSève David Reynolds Barry Johnson Chris Williams Burny Mattinson John Sanford Ed Gombert Floyd Norman Julius Aguimatang Tim Hodge Joe Grant Lorna Cook Thom Enriquez Alexander Courage princess daughter china homeland villain musical sexism training cricket based on true story female protagonist dragon east asian lead war hero based on song, poem or rhyme luck great wall of china gender disguise based on fairy tale female warrior hand drawn animation father daughter relationship action comedy woman disguised as man celebratory joyful Animation Family Adventure
Don't Move;1063877;A grieving woman in a secluded forest encounters a killer who injects her with a paralytic drug. As her body shuts down, her fight for survival begins. Kelsey Asbille Finn Wittrock Daniel Francis Moray Treadwell Dylan Beam Kate Nichols Skye Little Wing Dimova-Saw Denis Kostadinov Zainab Azizi Brian Netto T.J. Cimfel Adam Schindler Petr Jákl Christian Mercuri Brian Netto David Haring Marc Manus Adam Schindler Zainab Azizi Sam Raimi David White Alex Lebovici Josh Ethier Aaron Becker Zach Kuperstein paralysis absurd disheartening Horror Thriller
Don't Move;1063877;A grieving woman in a secluded forest encounters a killer who injects her with a paralytic drug. As her body shuts down, her fight for survival begins. Kelsey Asbille Finn Wittrock Daniel Francis Moray Treadwell Dylan Beam Kate Nichols Skye Little Wing Dimova-Saw Denis Kostadinov Zainab Azizi Brian Netto T.J. Cimfel Adam Schindler Petr Jákl Christian Mercuri Brian Netto David Haring Marc Manus Adam Schindler Zainab Azizi Sam Raimi David White Alex Lebovici Josh Ethier Aaron Becker Zach Kuperstein paralysis absurd disheartening Horror Thriller
Black Tea;662402;Aya, a young Ivorian woman in her early thirties, says no on her wedding day, to everyone’s astonishment. After emigrating to Asia, she works in a tea export shop with Cai, a 45-year-old Chinese man. Aya and Cai fall in love but can their affair survive the turmoil of their past and other people’s prejudices? Nina Mélo Chang Han Wu Ke-Xi Michael Chang Pei-Jen Yu Wei Huang Isabelle Kabano Emery Gahuranyi Franck Pycardhy Jacqueline Zhu Zhi-Ying Véronique Bailly Roger Pegard Lan Qui Vincent Wang Elsa Pharaon Aymerick Pilarski Amine Bouhafa Nadia ben Rachid Vincent Quénault Olivier Père Jeanne Geiben David Gauquié Véronique Sacrez Annie Melza Tiburce Maxime Even Sacha Guillaume Adam Marchand Steve Berron Clément Comet Liza Weinland Loïc Collignon Nicolas Fioraso Nicolas Leroy Ken Nnganyadi Carlo Thoss Stéphane Bidault Xavier Van Erp Helder Loureiro Alves Da Silva Peter Bernaers Steve Bouyer Pascal Mayer Olivia Bruynoghe Abderrahmane Sissako Denis Freyd Abderrahmane Sissako Armand Amar Kessen Tall Romance Drama
Black Tea;662402;Aya, a young Ivorian woman in her early thirties, says no on her wedding day, to everyone’s astonishment. After emigrating to Asia, she works in a tea export shop with Cai, a 45-year-old Chinese man. Aya and Cai fall in love but can their affair survive the turmoil of their past and other people’s prejudices? Nina Mélo Chang Han Wu Ke-Xi Michael Chang Pei-Jen Yu Wei Huang Isabelle Kabano Emery Gahuranyi Franck Pycardhy Jacqueline Zhu Zhi-Ying Véronique Bailly Roger Pegard Lan Qui Vincent Wang Elsa Pharaon Aymerick Pilarski Amine Bouhafa Nadia ben Rachid Vincent Quénault Olivier Père Jeanne Geiben David Gauquié Véronique Sacrez Annie Melza Tiburce Maxime Even Sacha Guillaume Adam Marchand Steve Berron Clément Comet Liza Weinland Loïc Collignon Nicolas Fioraso Nicolas Leroy Ken Nnganyadi Carlo Thoss Stéphane Bidault Xavier Van Erp Helder Loureiro Alves Da Silva Peter Bernaers Steve Bouyer Pascal Mayer Olivia Bruynoghe Abderrahmane Sissako Denis Freyd Abderrahmane Sissako Armand Amar Kessen Tall Romance Drama
Late Night with the Devil;938614;A live broadcast of a late-night talk show in 1977 goes horribly wrong, unleashing evil into the nation's living rooms. David Dastmalchian Laura Gordon Ian Bliss Fayssal Bazzi Ingrid Torelli Rhys Auteri Georgina Haig Josh Quong Tart Steve Mouzakis Paula Arundell Tamala Shelton Christopher Kirby Gaby Seow Elise Jansen John O'May Clare Chihambakwe Amelie Mendosa Grace Cummings Michael Ironside Andre Switzer Declan Fay Milena Berhane Leah Wilbraham Chase Kauffman Miranda Bloom Mitchell Brotz Caspian Dezfouli Rod Lara Nicole Chapman Steven Kwon Imaan Hadchiti Farhad Zaiwala Jarrad Pidoto Paddy Shiels Aya Cairnes Gerasimos Grammenos Pearl Grammenos Adam Batt Raoul Salter Janine Lum Rik Brown Scarlett Varga Sarah Lorey Tiare Skeats Anna van Guens Arkie Simpson-Purdon Daisy Anderson Joel Anderson Miles Brown Scott Purdon Quincy Simpson-Purdon Jason Rout Jeff Schwisow Michael McArthur Jason Marion Angus Neale Julia Pretto John Leary Déborrah Moogy Morgan Colin Cairnes Joel Anderson Adam White Cameron Cairnes Cameron Cairnes Derek Dauchy Steven Schneider Mat Govoni Colin Cairnes Alex Dupen Cameron Grant Matt Begg Pete Smith Manel López Rayner Cook Paul Shanahan Roy Lee Russell Sharp Cameron Cairnes Marie Princi Marie Princi Glenn Richards Colin Cairnes David Dastmalchian Roscoe James Irwin Paula Salini Andrew Kotatko Chris Anderson Paige Gibson Misha Tsai Kate Angus Sam Desmond Khaled Alhosani Nicholas Hower Matthew B. Maguire Peter Leary Jim Cookson Sarah Moss Greg Cooper Dylan Perry Otello Stolfo Andrew Power Leigh Pickford Hamish Keen Julie Ryan Matthew Temple Josh Walker Emma Bortignon Ben Ross Jennifer Aldred Rami Yasin Darius Family Steph Hooke Doron Kipen John Molloy new york city 1970s halloween possession hallucination evil hypnotism found footage satanic cult shocking death of wife parapsychology magician late-night show supernatural horror satanic panic Horror
Late Night with the Devil;938614;A live broadcast of a late-night talk show in 1977 goes horribly wrong, unleashing evil into the nation's living rooms. David Dastmalchian Laura Gordon Ian Bliss Fayssal Bazzi Ingrid Torelli Rhys Auteri Georgina Haig Josh Quong Tart Steve Mouzakis Paula Arundell Tamala Shelton Christopher Kirby Gaby Seow Elise Jansen John O'May Clare Chihambakwe Amelie Mendosa Grace Cummings Michael Ironside Andre Switzer Declan Fay Milena Berhane Leah Wilbraham Chase Kauffman Miranda Bloom Mitchell Brotz Caspian Dezfouli Rod Lara Nicole Chapman Steven Kwon Imaan Hadchiti Farhad Zaiwala Jarrad Pidoto Paddy Shiels Aya Cairnes Gerasimos Grammenos Pearl Grammenos Adam Batt Raoul Salter Janine Lum Rik Brown Scarlett Varga Sarah Lorey Tiare Skeats Anna van Guens Arkie Simpson-Purdon Daisy Anderson Joel Anderson Miles Brown Scott Purdon Quincy Simpson-Purdon Jason Rout Jeff Schwisow Michael McArthur Jason Marion Angus Neale Julia Pretto John Leary Déborrah Moogy Morgan Colin Cairnes Joel Anderson Adam White Cameron Cairnes Cameron Cairnes Derek Dauchy Steven Schneider Mat Govoni Colin Cairnes Alex Dupen Cameron Grant Matt Begg Pete Smith Manel López Rayner Cook Paul Shanahan Roy Lee Russell Sharp Cameron Cairnes Marie Princi Marie Princi Glenn Richards Colin Cairnes David Dastmalchian Roscoe James Irwin Paula Salini Andrew Kotatko Chris Anderson Paige Gibson Misha Tsai Kate Angus Sam Desmond Khaled Alhosani Nicholas Hower Matthew B. Maguire Peter Leary Jim Cookson Sarah Moss Greg Cooper Dylan Perry Otello Stolfo Andrew Power Leigh Pickford Hamish Keen Julie Ryan Matthew Temple Josh Walker Emma Bortignon Ben Ross Jennifer Aldred Rami Yasin Darius Family Steph Hooke Doron Kipen John Molloy new york city 1970s halloween possession hallucination evil hypnotism found footage satanic cult shocking death of wife parapsychology magician late-night show supernatural horror satanic panic Horror
The Convert;1066262;Munro, a soldier turned lay preacher, comes to New Zealand to minister to the first British colonists, but he is converted by the powerful chief Maianui to serve a different purpose. Guy Pearce Tioreore Ngatai-Melbourne Antonio Te Maioha Jacqueline McKenzie Te Kohe Tuhaka Lawrence Makoare Dean O'Gorman Jared Turner Kelly Vivian Jack Barry Marris Collins Duane Evans Jr. Andrew G Hill Renee Lyons Leonard Mathews Madeleine McCarthy Tania Nolan Peata Panoho Ariki Salvation-Turner Mark Sole Quinn Sugrue Whiu Tomika George Tughushi Will Wallace Mark Mitchinson Matthew Chamberlain Aidee Walker Edmund Eramiha Richard Falkner Matia Mitai Stephen Lovatt Hinetu Dell Venetia Clark Samuel McKay Lee Tamahori Yvette Reid Lee Tamahori Hamish Clayton Gin Loane Clement Dunn Gabrielle Jones Bradford Haami David Mepham Shane Danielsen Liz McGregor Steve McQuillan Tane Upjohn-Beatson Guy Moana Gene Keelan Tina Archibald Xavier Horan Matteo Zingales Nick Williams Andrew Mason Maria Logan Andrew Mason Luke Haigh Troy Lum Te Kohe Tuhaka Robin Scholes Anne Sheehan Michael Bennett David Garrett new zealand maori period piece 1830s Action Drama
The Grinch;360920;The Grinch hatches a scheme to ruin Christmas when the residents of Whoville plan their annual holiday celebration. Benedict Cumberbatch Rashida Jones Kenan Thompson Cameron Seely Angela Lansbury Pharrell Williams Ramone Hamilton Sam Lavagnino Scarlett Estevez Michael Beattie Scott Mosier Lori Alan Carter Hastings Carlos Alazraqui John Kassir Cathy Cavadini Danny Mann Meilee Condron Tristan O'Hare Doug Burch Tucker Chandler Townsend Coleman Abby Craden Brian T. Delaney John DeMita Bill Farmer Aaron Fors Willow Geer Jess Harnell Evan Kishiyama Barbara Harris Jeremy Maxwell Laraine Newman Dashiell Priestley Alex Puccinelli Emma Elizabeth Shannon Joel Swetow Mindy Sterling Tara Strong Regina Taufen Jim Ward Benjamin Faure Michael LeSieur Danny Elfman Yarrow Cheney Chris Cartagena Audrey Geisel Janet Healy Brett Hoffman Chris Meledandri Scott Mosier Chris Renaud Colin Stimpson Dave Rosenbaum Dr. Seuss Robert Taylor Scott Mosier Tom Brown Jeannine Berger Cinzia Angelini Delphine Le Roch Eileen Godoy Gaëlle Santamarta Charles Seignolle David Acord Blake Collins Christopher Flick Pascal Garneau Jonathan Greber Jim Likowski Dennis Leonard John Roesch Geoff Vaughan Bonnie Wild Tyler, The Creator Miguel Jiron Tommy Swerdlow Barbara Harris Mickie McGowan Holly Sedillos holiday surrealism remake based on children's book christmas illumination Animation Family Comedy Fantasy
Harry Potter and the Half-Blood Prince;767;As Lord Voldemort tightens his grip on both the Muggle and wizarding worlds, Hogwarts is no longer a safe haven. Harry suspects perils may even lie within the castle, but Dumbledore is more intent upon preparing him for the final battle fast approaching. Together they work to find the key to unlock Voldemorts defenses and to this end, Dumbledore recruits his old friend and colleague Horace Slughorn, whom he believes holds crucial information. Even as the decisive showdown looms, romance blossoms for Harry, Ron, Hermione and their classmates. Love is in the air, but danger lies ahead and Hogwarts may never be the same again. Daniel Radcliffe Rupert Grint Emma Watson Jim Broadbent Michael Gambon Tom Felton Alan Rickman Bonnie Wright Jessie Cave Evanna Lynch Freddie Stroma Robbie Coltrane Helena Bonham Carter Maggie Smith Timothy Spall David Thewlis Julie Walters David Bradley Warwick Davis Gemma Jones Helen McCrory Natalia Tena Mark Williams Dave Legeno Elarica Johnson Geraldine Somerville Oliver Phelps James Phelps Alfred Enoch Robert Knox Amber Evans Ruby Evans Louis Cordice Scarlett Hefner Jamie Waylett Josh Herdman Matthew Lewis William Melling Anna Shaffer Devon Murray Georgina Leonidas Isabella Laughland Afshan Azad Shefali Chowdhury Amelda Brown Hero Fiennes Tiffin Jack Pryor Mark Lockyer Paul Ritter Frank Dillane Joerg Stadler Caroline Wildi Ralph Ineson Suzie Toase Rod Hunt Katie Leung Nathan Clarke Olivia Jewson Freddie Rose Jason Isaacs Fiona Weir J.K. Rowling David Heyman Jany Temime Bruno Delbonnel Lionel Wigram David Yates Steve Kloves Stuart Craig Mark Day David Barron Stephenie McMillan Antony Bayman Paula Eden Andie Derrick Shaune Harrison Peter Burgis Charlotte Rogers Chris Lyons Ed Colyer Glen Gathard Robert Edwards Sarah Weatherburn Peter Gleaves David Holmes Marc Mailley Tolga Kenan Simon Emanuel Neil Lamont Tim Lewis Emma Norton James Mather Stephen Woolfenden Chris Shaw Jamie Christopher Tim Lewis John Trehy Russell Lodge Nick Dudman Mike Dowson Paul Spateri Greg Powell Rosie Goodwin Sharon Nicholas Oliver Money Martin Foley Amanda Knight Paul J. Franklin Amanda Burns Dominic Gibbs Paul Riddle Jed Loughran Andrew Ackland-Snow Michael Fentum Charlotte Loughnane Charlotte Finlay Gregory Yepes Andy Kennedy Stuart Hilliker Jill Brooks Vivienne Jones Aimee Lisby Chloe Grysole Rupert Steggle Lisa Tomblin Jamie McPhee Belinda Hodgson Mark Coulier Gretchen Libby Dominic Sidoli Gemma Powley Tina Maskell Alisha Smith Helen Steinway Bailey Jade Gordon Lucy Allen Joanna Whitney Joanna Whitney Gabrielle Fritz Nina Armstrong Donna Williams Elaine Ford Amanda Foster Charlotte Hunter Tilly Powell Sarah Franzl Hattie Storey Kate Baird Gary Tomkins Stuart Wilson Nicholas Hooper Molly Hughes Sloane U'Ren Alastair Bullock Hermione Byrt Tino Schaedler Jaap Buitendijk Anna Worley Rob Bliss Ferran Domenech Matthew Sharp Richard Davies Selwyn Eddy Tim Burke John Moffatt Nicolas Aithadi John Richardson Tim Alexander Rowley Irlam Daniel Laurie Michael Byrch Steve Ellingworth witch dying and death london, england magic school of witchcraft apparition curse teenage crush school werewolf teenage love luck ghost wizard secret past mysterious christmas based on young adult novel wizarding world Adventure Fantasy
Harry Potter and the Half-Blood Prince;767;As Lord Voldemort tightens his grip on both the Muggle and wizarding worlds, Hogwarts is no longer a safe haven. Harry suspects perils may even lie within the castle, but Dumbledore is more intent upon preparing him for the final battle fast approaching. Together they work to find the key to unlock Voldemorts defenses and to this end, Dumbledore recruits his old friend and colleague Horace Slughorn, whom he believes holds crucial information. Even as the decisive showdown looms, romance blossoms for Harry, Ron, Hermione and their classmates. Love is in the air, but danger lies ahead and Hogwarts may never be the same again. Daniel Radcliffe Rupert Grint Emma Watson Jim Broadbent Michael Gambon Tom Felton Alan Rickman Bonnie Wright Jessie Cave Evanna Lynch Freddie Stroma Robbie Coltrane Helena Bonham Carter Maggie Smith Timothy Spall David Thewlis Julie Walters David Bradley Warwick Davis Gemma Jones Helen McCrory Natalia Tena Mark Williams Dave Legeno Elarica Johnson Geraldine Somerville Oliver Phelps James Phelps Alfred Enoch Robert Knox Amber Evans Ruby Evans Louis Cordice Scarlett Hefner Jamie Waylett Josh Herdman Matthew Lewis William Melling Anna Shaffer Devon Murray Georgina Leonidas Isabella Laughland Afshan Azad Shefali Chowdhury Amelda Brown Hero Fiennes Tiffin Jack Pryor Mark Lockyer Paul Ritter Frank Dillane Joerg Stadler Caroline Wildi Ralph Ineson Suzie Toase Rod Hunt Katie Leung Nathan Clarke Olivia Jewson Freddie Rose Jason Isaacs Fiona Weir J.K. Rowling David Heyman Jany Temime Bruno Delbonnel Lionel Wigram David Yates Steve Kloves Stuart Craig Mark Day David Barron Stephenie McMillan Antony Bayman Paula Eden Andie Derrick Shaune Harrison Peter Burgis Charlotte Rogers Chris Lyons Ed Colyer Glen Gathard Robert Edwards Sarah Weatherburn Peter Gleaves David Holmes Marc Mailley Tolga Kenan Simon Emanuel Neil Lamont Tim Lewis Emma Norton James Mather Stephen Woolfenden Chris Shaw Jamie Christopher Tim Lewis John Trehy Russell Lodge Nick Dudman Mike Dowson Paul Spateri Greg Powell Rosie Goodwin Sharon Nicholas Oliver Money Martin Foley Amanda Knight Paul J. Franklin Amanda Burns Dominic Gibbs Paul Riddle Jed Loughran Andrew Ackland-Snow Michael Fentum Charlotte Loughnane Charlotte Finlay Gregory Yepes Andy Kennedy Stuart Hilliker Jill Brooks Vivienne Jones Aimee Lisby Chloe Grysole Rupert Steggle Lisa Tomblin Jamie McPhee Belinda Hodgson Mark Coulier Gretchen Libby Dominic Sidoli Gemma Powley Tina Maskell Alisha Smith Helen Steinway Bailey Jade Gordon Lucy Allen Joanna Whitney Joanna Whitney Gabrielle Fritz Nina Armstrong Donna Williams Elaine Ford Amanda Foster Charlotte Hunter Tilly Powell Sarah Franzl Hattie Storey Kate Baird Gary Tomkins Stuart Wilson Nicholas Hooper Molly Hughes Sloane U'Ren Alastair Bullock Hermione Byrt Tino Schaedler Jaap Buitendijk Anna Worley Rob Bliss Ferran Domenech Matthew Sharp Richard Davies Selwyn Eddy Tim Burke John Moffatt Nicolas Aithadi John Richardson Tim Alexander Rowley Irlam Daniel Laurie Michael Byrch Steve Ellingworth witch dying and death london, england magic school of witchcraft apparition curse teenage crush school werewolf teenage love luck ghost wizard secret past mysterious christmas based on young adult novel wizarding world Adventure Fantasy
The Aunts;1340602;A mother enters an old home for her autistic daughter's therapy. Unexpectedly, the daughter start speaking but has encountered dark entities from the past seeking payback. The family faces supernatural forces related to the home's history. Ximena Sariñana Camila Nuñez Diego Klein Roberto Quijano Beatriz Monroy Mireya Kilmon Neher Jacqueline Briceño Edgar Ojeda Felipe Martínez Amador Horror
